,user,komunikacyjne,mieszkanie,rolne,upraw,NNW,firm,OC,zwierzat,inne,na_zycie,grupowe,travel,<5000,<10000,<50000,<100000,+1000000,high,low,+100000
12140,489062011-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12141,332352008-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12142,326722008-08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12143,91682001-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12144,170082001-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12145,318162008-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12146,514042013-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12147,490282011-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12148,80701999-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12149,220002001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12150,181832001-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12151,513912013-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12152,553042014-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12153,332352008-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12154,237172003-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12155,142132001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12156,266632005-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12157,632142017-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12158,242842003-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12159,656202018-18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12160,673762019-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12161,124812001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12162,536892014-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12163,170982001-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12164,267082005-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12165,619422016-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12166,534122014-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12167,288242006-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12168,294632006-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12169,257422004-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12170,589342015-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12171,179792001-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12172,108192001-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12173,305152007-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12174,208412001-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12175,679822019-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12176,245352004-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12177,242152003-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12178,551472014-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12179,111202001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12180,568322014-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12181,101802001-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12182,291932006-07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12183,553012014-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
12184,523362014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12185,307302007-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12186,540002014-08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12187,333792008-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12188,604572016-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12189,163162001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12190,582892014-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12191,576422014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12192,322372008-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12193,492002011-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12194,72451999-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12195,243382003-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12196,542092014-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12197,208362001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12198,594052015-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12199,210222001-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12200,657472018-18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12201,495522012-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12202,68901999-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12203,16121999-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12204,582792014-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12205,309012007-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12206,117572001-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12207,309632007-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12208,82941999-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12209,303842007-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12210,160622001-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12211,213902001-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12212,540512014-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12213,256632004-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12214,535922014-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12215,156782001-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12216,191992001-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12217,519042013-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12218,575352014-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12219,206872001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12220,293372006-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12221,304572007-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12222,514042013-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12223,673012019-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12224,256522004-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12225,267762005-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12226,55911999-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12227,148972001-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12228,534122014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12229,265552005-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12230,31321999-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12231,107262001-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12232,154812001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12233,213352001-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12234,611722016-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12235,122112001-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12236,5721999-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12237,676212019-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12238,582962014-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12239,352012010-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12240,559602014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12241,323702008-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12242,21061999-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
12243,358432010-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12244,113962001-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12245,202602001-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12246,53601999-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12247,574652014-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12248,346522009-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12249,495342012-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12250,202642001-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12251,556772014-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12252,505222012-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12253,16121999-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12254,264172005-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12255,108632001-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12256,113962001-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12257,526792014-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12258,287922006-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12259,213432001-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12260,503312012-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12261,62571999-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12262,72451999-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12263,553692014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12264,539172014-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12265,331412008-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12266,333172008-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12267,264762005-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12268,185232001-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12269,76431999-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12270,335372009-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12271,68151999-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12272,638472017-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12273,177652001-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12274,210352001-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12275,351542010-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12276,602152015-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12277,307682007-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12278,333852008-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12279,561442014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12280,243442003-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12281,113682001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12282,187532001-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12283,523232014-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12284,13881999-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12285,328832008-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12286,31171999-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12287,313522007-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12288,233662002-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12289,358012010-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12290,533842014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12291,578182014-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12292,673942019-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12293,335712009-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12294,586632015-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12295,269742005-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12296,207072001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12297,63581999-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12298,220202001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12299,244862003-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
12300,117192001-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12301,244922003-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12302,552842014-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12303,114252001-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12304,526652014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12305,103942001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12306,190172001-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12307,342612009-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12308,32231999-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12309,342562009-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12310,333532008-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12311,670822019-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12312,550322014-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12313,226612002-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12314,213522001-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12315,124662001-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12316,59551999-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12317,97722001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12318,533622014-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12319,176792001-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12320,618432016-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12321,159842001-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12322,107312001-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12323,293822006-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12324,113172001-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12325,188622001-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12326,550352014-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12327,187942001-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12328,493992012-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12329,97112001-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12330,548722014-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12331,322842008-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12332,592982015-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12333,492692012-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12334,677742019-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12335,602152015-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12336,100472001-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12337,208932001-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12338,568332014-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
12339,209332001-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12340,163162001-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12341,291292006-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12342,336962009-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12343,512202013-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12344,71401999-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12345,327992008-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12346,540212014-12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12347,546562014-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12348,231992002-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12349,178432001-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12350,187532001-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12351,549792014-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12352,113172001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12353,542972014-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12354,548972014-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12355,134812001-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12356,539202014-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12357,101192001-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12358,150122001-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12359,78071999-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12360,306722007-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12361,281232006-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12362,266822005-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12363,578222014-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12364,256972004-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12365,322002008-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12366,212342001-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12367,653182018-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12368,538512014-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12369,17411999-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12370,548172014-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12371,212852001-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12372,673692019-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12373,207152001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12374,562422014-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12375,106972001-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12376,511622013-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12377,500752012-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12378,224962001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12379,554712014-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12380,94882001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12381,243372003-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12382,220122001-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12383,293282006-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12384,327252008-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12385,28931999-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12386,193202001-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12387,283192006-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12388,514042013-10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12389,237172003-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12390,224382001-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12391,141832001-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12392,224932001-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12393,212582001-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12394,673312019-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12395,236002003-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12396,242842003-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12397,550272014-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12398,94732001-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12399,321472008-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12400,198242001-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12401,130792001-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12402,134702001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12403,226102002-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12404,182312001-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12405,267962005-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12406,270202005-14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12407,484252011-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12408,106892001-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12409,74001999-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12410,583402014-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
12411,215732001-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
